timestamp,acceleration,pressure,model_velocity,stages,model_displacement,barometer_height,true_displacement,true_velocity
2.184,0.0009418797803410881,98.408,-0.006260685931512365,0,-0.015458327211242068,0.29876568527361813,0.22048761281636736,-0.006783029784453967
2.288,0.0009694015267578233,98.408,-0.006161299303543222,0,-0.016104270443464956,0.21716994095160225,0.2141435859129016,-0.006718884791098605
2.392,0.000835125250386036,98.412,-0.006067463911131741,0,-0.016740166130628054,0.08021599740260138,0.20522756541632722,-0.0066522681184408685
2.496,0.0010060727912016858,98.401,-0.005971721612969179,0,-0.0173662037778813,0.14041145872156366,0.19836215773889487,-0.0065831259220268095
2.6,0.000981139023642619,98.413,-0.005868386598597276,0,-0.017981889404882757,0.001308649881733362,0.18914057767419515,-0.0065109404331486305
2.704,0.0008408314797262262,98.412,-0.0057736441324220955,0,-0.018587275002895764,-0.10467405929339337,0.17850854434355456,-0.006436832052464186
2.808,0.0011323664412932598,98.409,-0.005671037840529082,0,-0.019182398465489223,-0.14856351999629575,0.16782446043830418,-0.006360143576308498
2.912,0.0008710804256765736,98.408,-0.00556685860344665,0,-0.019766769080575963,-0.16880887429333447,0.1575331419212062,-0.00628093519635271
3.016,0.0007467323586561944,98.407,-0.005482732338661346,0,-0.02034134780956558,-0.16794440332187524,0.14796913299562092,-0.006201423836807092
3.12,0.0007089820547620091,98.414,-0.0054070351891636,0,-0.020907615721012476,-0.2753407586098831,0.1371908062432469,-0.006122472522398256
3.224,0.0006507726287151814,98.409,-0.005336327945622786,0,-0.02146627060402137,-0.2896205254541658,0.12687188035647246,-0.006044466650858605
3.328,0.0005352304157464307,98.407,-0.005274655787310782,0,-0.022018041758133915,-0.2674865749577101,0.1175551852033901,-0.005968174203341922
3.432,0.0006827518548406142,98.398,-0.005211320709240255,0,-0.02256331253595457,-0.10225897603843892,0.11138325181686279,-0.0058932006116062694
3.536,0.0007509796018460036,98.409,-0.005136766673492551,0,-0.023101413079856678,-0.12508745651177383,0.10522210457001838,-0.005818336534009295
3.64,0.0007098343914567518,98.408,-0.005060804345840808,0,-0.023631686772862013,-0.12882579975814995,0.09935222236016354,-0.005743414461499497
3.744,0.00078838927744637,98.392,-0.004982896715057846,0,-0.024153959228028744,0.12159365812202338,0.09738027782951135,-0.005668169829510698
3.848,0.0008875258492293219,98.404,-0.00489574912847071,0,-0.024667648811892227,0.15802194316755386,0.09601053926942679,-0.005591771625955465
3.952,0.0007214647820508637,98.408,-0.004812081615644141,0,-0.0251724560105862,0.12642442990272423,0.09427527959868712,-0.005514691151287718
4.056,0.0006930206528108239,98.402,-0.004738528373031332,0,-0.025669087729997327,0.19129798948936844,0.0934725933774897,-0.005437964301904872
4.16,0.0007813803184533595,98.41,-0.004661859522525595,0,-0.026157907900566286,0.1222938104947139,0.09181503753063087,-0.005361280852418075
4.264,0.000703746566307144,98.416,-0.004584632924518049,0,-0.026638725507812554,-0.035761291445126686,0.08825409865280522,-0.005284602378751627
4.368,0.0007567164806948972,98.411,-0.004508688846073942,0,-0.02711157823988334,-0.0996563243624915,0.08407777763638213,-0.005208025381928607
4.472,0.0008054407304285271,98.402,-0.004427456671095524,0,-0.027576257806776153,-0.014360647858074227,0.08110705546067419,-0.005130972910547404
4.576,0.0010324991051900165,98.41,-0.00433188379964336,0,-0.02803174351125457,-0.0627953281732935,0.07770436766250927,-0.005052111811785346
4.68,0.00038060052085111,98.409,-0.004258402619089222,0,-0.028478438405028665,-0.09011508579431986,0.07413801700565903,-0.004973795342084872
4.784,0.001529432216066993,98.397,-0.0041590809167694805,0,-0.02891614754889332,0.07518013161879178,0.07256160405976256,-0.004893361055211592
4.888,0.001278902581972921,98.394,-0.004013047507271405,0,-0.029341098226943446,0.271996997918566,0.07319226124104755,-0.004806395718632085
4.992,0.0012293689353356048,98.399,-0.0038826173883713616,0,-0.02975167280151687,0.36934055351240946,0.07483056095595249,-0.004715114353994653
5.096,0.00042541840087496983,98.408,-0.003796568446888412,0,-0.03015099046495038,0.3127918665988224,0.07580769652309247,-0.004624370386257877
5.2,0.0010465921582298475,98.393,-0.0037200238978149615,0,-0.030541853266874953,0.4956664197606472,0.07860706905106374,-0.004534978373006131
5.304,0.0010507876946381695,98.409,-0.003610960145465824,0,-0.030923064437125555,0.40574685832989416,0.08039421892226514,-0.00444367389294468
5.408,0.0007177478628752161,98.404,-0.0035189962964751282,0,-0.03129382217210649,0.4003384071854081,0.08205650361350225,-0.004352308636092781
5.512,0.001007340600488413,98.399,-0.00342929169638022,0,-0.031655133147734965,0.47198716067631286,0.08434238987512456,-0.00426108845489441
