timestamp,acceleration
3657.0,0.022108032606605273
3689.0,0.02879674053151056
3705.0,0.03664881197731707
3737.0,0.029190067785942075
3769.0,0.03877729338908331
3801.0,0.037191424519177334
3833.0,0.01905471907792507
3865.0,0.029957324728307616
3897.0,0.040918248099683
3929.0,0.017384326057326024
3961.0,0.044651726670776715
3993.0,0.031171446978001522
4025.0,0.024169271685722887
4057.0,0.0361901657979217
4073.0,0.03079403592215879
4105.0,0.03597450371130261
4137.0,0.023205077030546622
4153.0,0.039252000022643875
4185.0,0.041315826085097235
4201.0,0.03499971107978511
4217.0,0.02344080025931431
4249.0,0.03526719938646149
4265.0,0.03895065012368264
4281.0,0.03005237953607327
4297.0,0.027864080145320817
4329.0,0.03135049699934705
4361.0,0.03930915408198737
4393.0,0.0281029962308448
4425.0,0.034851127836161296
4457.0,0.033510618467522124
4489.0,0.03201651537824152
4521.0,0.034633850087087366
4553.0,0.02046625989235086
4585.0,0.031492886870226756
4601.0,0.0332618353005771
4633.0,0.04051151469369075
4665.0,0.02728044131755138
4697.0,0.026077888365079488
4729.0,0.03908588491797633
4761.0,0.02957621111267231
4793.0,0.05597278889698835
4825.0,0.01647065932202017
4857.0,0.03359770075043563
4889.0,0.04850693771421933
4921.0,0.03213701686967238
4953.0,0.040555108728858785
4969.0,0.02655942309591989
5001.0,0.02320389413482051
5033.0,0.04291604357632902
5049.0,0.03664177230519204
5081.0,0.025174733052769172
5113.0,0.031229004952958626
5145.0,0.024121090323227453
5177.0,0.03533735568175174
5209.0,0.031075555487893262
5241.0,0.0258229118253904
5273.0,0.031460660174473756
5289.0,0.041649210339042904
5321.0,0.019905086466335674
5337.0,0.031676101069209206
5369.0,0.035671922831423314
5401.0,0.03393993267972992
5433.0,0.022628545194170964
5449.0,0.042061646648819576
5481.0,0.031000340630392895
5497.0,0.022054677277438508
5513.0,0.025770287391143832
5561.0,0.03430485120266216
5577.0,0.03168845896358177
5609.0,0.026596294821230878
5641.0,0.03464498661758016
5657.0,0.028938880359391496
5689.0,0.03192269155139402
5705.0,0.03289677252206837
5721.0,0.033738224915861585
5753.0,0.033614290141714194
5769.0,0.02767938492242156
5801.0,0.03296711154108872
5833.0,0.0324863269392452
5849.0,0.025198573691017946
5881.0,0.04217623366162068
5913.0,0.023669935816762907
5929.0,0.025675703818260797
5961.0,0.051303909083754665
5977.0,-0.04782354134689581
6009.0,0.009106123639029552
6041.0,0.034012021999743104
6073.0,0.09090298802305732
6105.0,0.027573462861238948
6137.0,0.05673364089176466
6153.0,0.03113839321694411
6185.0,0.03760548610844732
6217.0,0.04479357798750496
6233.0,0.059538267423883816
6265.0,0.036432438229854876
6281.0,0.056075585420683825
6313.0,0.02271347326047795
6345.0,0.022634815503222255
6377.0,0.04027518559150229
6409.0,0.033101019184080115
6425.0,0.05855450209551829
6457.0,0.03621473733109046
6473.0,0.024970457539642017
6505.0,0.02601826272686145
6537.0,0.024651835439674585
6569.0,0.03785760638772494
6601.0,0.03372666523567811
6617.0,0.03262724540324644
6649.0,0.03039285154733614
6681.0,0.029794104352205412
6713.0,0.034238137807127075
6729.0,0.03476064112164628
6761.0,0.03125186465328838
6777.0,0.03064988613324765
6809.0,0.03626864083144731
6825.0,0.03235888194607356
6857.0,0.02527829893953817
6873.0,0.026124627171811587
6905.0,0.031819173749816965
6937.0,0.030777888914647764
6953.0,0.035644418101535805
6985.0,0.033822537491709465
7017.0,0.03085978761385168
7049.0,0.029997716289681155
7065.0,0.028274429557759828
7081.0,0.027624635122683695
7113.0,0.03756176705177987
7161.0,0.03189236902924875
7177.0,0.03282122106822322
7209.0,0.031041059171072662
7225.0,0.0332748471535624
7257.0,0.031944906910149395
7289.0,0.03044798602861089
7305.0,0.030423616453248974
7337.0,0.03502003188197116
7353.0,0.03734560487916283
7369.0,0.02780340624991475
7401.0,0.03310231748426728
7417.0,0.03449996167817273
7433.0,0.02916283233313044
7465.0,0.033265855222637565
7481.0,0.03182245315991884
7497.0,0.03273958202905669
7529.0,0.030291074429713464
7545.0,0.03219350735336454
7577.0,0.02667382738499107
7593.0,0.03561525924103947
7625.0,0.032895474221881514
7641.0,0.030485723287379737
7673.0,0.0341369857970018
7705.0,0.03255834893998939
7721.0,0.0346488334329492
7753.0,0.03426529632363146
7785.0,0.032355996834546936
7801.0,0.03010546558816416
7833.0,0.028441362110693133
7872.0,0.027293866703188705
7904.0,0.03528493320531208
7920.0,0.028063470202929236
7952.0,-0.035226653952472965
8000.0,-0.03194054077470572
8016.0,0.014640181079844345
8048.0,-0.07274359598816697
8064.0,0.0709277452614312
8096.0,-0.02030245287690479
8128.0,-0.06053982427333065
8160.0,-0.04733329357924484
8176.0,-0.07700494418121956
8208.0,-0.05018527440855509
8224.0,-0.06616416647085353
8256.0,-0.06387534979451193
8272.0,-0.06174956115350412
8304.0,-0.050832722286256175
8320.0,-0.0430510379446621
8336.0,-0.028145320816940978
8368.0,-0.04075686457791908
8384.0,-0.03010508090662728
8416.0,-0.04217391595536079
8448.0,-0.03748047422599647
8480.0,-0.038847988238525324
8512.0,-0.04964285420746352
8528.0,-0.05220520830764924
8560.0,-0.0574852893807707
8576.0,-0.07051638605995808
8608.0,-0.06600347537585616
8640.0,-0.09245507223698582
8656.0,-0.08519051528543287
8672.0,-0.08013145298933125
8704.0,-0.08098635961987728
8736.0,-0.06637376982326677
8768.0,-0.045379515287457595
8784.0,-0.050849080868612354
8816.0,-0.04836282639346176
8848.0,-0.06191555123667182
8880.0,-0.07659442166208909
8912.0,-0.08329929582858207
8944.0,-0.08675363024243155
8960.0,-0.09100812148708923
8992.0,-0.09473360829925395
9024.0,-0.08848853435676736
9040.0,-0.08062460510258551
9072.0,-0.08347497988648045
9104.0,-0.06768189862353753
9120.0,-0.07092548525740225
9152.0,-0.07384366977921153
9184.0,-0.07416814865557797
9216.0,-0.08606419437497853
9248.0,-0.08406982256401081
9280.0,-0.0870355344897032
9312.0,-0.07970619716733807
9344.0,-0.07831347689710456
9376.0,-0.0670178613545583
9392.0,-0.06404783137861506
9424.0,-0.0656211500133793
9440.0,-0.0718215047272032
9472.0,-0.06508631765560291
9488.0,-0.06681705759230158
9520.0,-0.06324727063219286
9552.0,-0.06556401518811303
9584.0,-0.07668786080739956
9616.0,-0.07398308798521896
9648.0,-0.07384936306595705
9664.0,-0.07284727727939702
9696.0,-0.06234312476492502
9712.0,-0.07468567034419492
9744.0,-0.07263566396595396
9776.0,-0.08350929347957042
9792.0,-0.06964668842431884
9824.0,-0.07570641318529361
9840.0,-0.07495807295750484
9872.0,-0.06964640953020468
9904.0,-0.07532874246941344
9936.0,-0.09386927697105481
9968.0,-0.11534581636670105
9984.0,-0.13877415294421938
10016.0,-0.22428215551908656
10048.0,-0.17477222801669526
10064.0,-0.118476777863603
10096.0,-0.05399563158479628
10128.0,-0.035125934709077024
10144.0,-0.028892939766848362
10176.0,0.037179316667803664
10192.0,0.03590349149959263
10224.0,0.030578191111809764
10256.0,-0.030820309671128275
10288.0,-0.041978180372352826
10304.0,-0.05092800790294399
10336.0,-0.06474648998591453
10352.0,-0.0765511353721505
10384.0,-0.0972078895615694
10400.0,-0.09543088205302055
10432.0,-0.09130274907619328
10448.0,-0.09454613375225027
10480.0,-0.06768910178531579
10496.0,-0.07165932299125051
10528.0,-0.06465075236842076
10560.0,-0.04949723301167365
10592.0,-0.049005359964529066
10608.0,-0.03880815446538031
